State,Year,Quarter,Product Name,Units Reimbursed,percent
AR,1997,3,PREDNISONE,0.0,0.0
SD,1997,3,PREDNISONE,0.0,0.0
WY,1997,3,PREDNISONE,0.0,0.0
OH,1997,3,PREDNISONE,0.0,0.0
IL,1997,2,PREDNISONE,0.0,0.0
ID,1997,3,PREDNISONE,0.0,0.0
MI,1997,2,PREDNISONE,0.0,0.0
DE,1997,1,PREDNISONE,0.0,0.0
NJ,1997,1,PREDNISONE,0.0,0.0
MT,1997,4,PREDNISONE,0.0,0.0
CT,1997,4,V-C FORTE,0.0,0.0
DE,1997,4,PREDNISONE,0.0,0.0
AL,1997,2,PREDNISONE,395.0,0.0
GA,1997,4,PREDNISONE,0.0,0.0
WV,1997,3,PREDNISONE,0.0,0.0
DE,1997,2,PREDNISONE,0.0,0.0
IA,1997,2,PREDNISONE,0.0,0.0
WV,1997,3,PREDNISONE,0.0,0.0
KY,1997,4,PREDNISONE,0.0,0.0
PA,1997,4,PREDNISONE,0.0,0.0
NY,1997,3,PREDNISONE,0.0,0.0
VA,1997,1,PREDNISONE,0.0,0.0
AK,1997,3,PREDNISONE,0.0,0.0
UT,1997,2,PREDNISONE,0.0,0.0
GA,1997,1,PREDNISONE,0.0,0.0
ID,1997,1,PREDNISONE,0.0,0.0
HI,1997,2,PREDNISONE,0.0,0.0
LA,1997,3,PREDNISONE,0.0,0.0
VA,1997,2,PREDNISONE,0.0,0.0
ME,1997,3,PREDNISONE,0.0,0.0
IA,1997,2,PREDNISONE,0.0,0.0
MN,1997,3,PREDNISONE,0.0,0.0
MD,1997,1,PREDNISONE,0.0,0.0
IL,1997,4,PREDNISONE,0.0,0.0
WV,1997,3,PREDNISONE,0.0,0.0
HI,1997,4,PREDNISONE,0.0,0.0
ID,1997,4,PREDNISONE,0.0,0.0
FL,1997,3,PREDNISONE,0.0,0.0
NE,1997,2,PREDNISONE,0.0,0.0
VT,1997,2,PREDNISONE,0.0,0.0
GA,1997,1,PREDNISONE,0.0,0.0
MO,1997,4,PREDNISONE,0.0,0.0
NY,1997,4,PREDNISONE,0.0,0.0
WI,1997,2,PREDNISONE,0.0,0.0
MN,1997,1,PREDNISONE,0.0,0.0
CT,1997,1,PREDNISONE,0.0,0.0
MA,1997,3,PREDNISONE,0.0,0.0
KY,1997,3,PREDNISONE,0.0,0.0
DC,1997,3,PREDNISONE,0.0,0.0
IL,1997,2,PREDNISONE,0.0,0.0
WY,1997,1,PREDNISONE,0.0,0.0
SC,1997,1,PREDNISONE,0.0,0.0
NJ,1997,1,V-C FORTE,0.0,-100.0
MD,1997,2,PREDNISONE,0.0,0.0
KS,1997,4,PREDNISONE,0.0,0.0
OH,1997,3,PREDNISONE,0.0,0.0
KY,1997,3,PREDNISONE,0.0,0.0
MS,1997,3,PREDNISONE,0.0,0.0
NY,1997,2,PREDNISONE,0.0,0.0
SD,1997,4,PREDNISONE,0.0,0.0
MI,1997,1,PREDNISONE,0.0,0.0
MS,1997,1,PREDNISONE,0.0,0.0
KY,1997,4,PREDNISONE,0.0,0.0
GA,1997,3,PREDNISONE,0.0,0.0
ID,1997,2,PREDNISONE,0.0,0.0
UT,1997,4,PREDNISONE,0.0,0.0
KY,1997,1,PREDNISONE,0.0,0.0
DE,1997,2,PREDNISONE,0.0,0.0
SC,1997,1,PREDNISONE,0.0,0.0
OH,1997,2,PREDNISONE,0.0,0.0
MA,1997,1,PREDNISONE,0.0,0.0
IL,1997,3,PREDNISONE,0.0,0.0
PA,1997,1,PREDNISONE,0.0,0.0
ND,1997,4,PREDNISONE,0.0,0.0
IL,1997,1,PREDNISONE,0.0,0.0
UT,1997,3,PREDNISONE,0.0,0.0
AK,1997,2,CHLORHEXID,33215.0,162.61068943706516
DE,1997,2,CHLORHEXID,0.0,0.0
FL,1997,1,PREDNISONE,0.0,0.0
IL,1997,1,PREDNISONE,0.0,0.0
MO,1997,3,PREDNISONE,0.0,0.0
GA,1997,4,PREDNISONE,0.0,0.0
NJ,1997,3,CHLORHEXID,0.0,-100.0
NH,1997,2,PREDNISONE,0.0,0.0
NH,1997,2,PREDNISONE,0.0,0.0
AK,1997,3,PREDNISONE,1171.0,0.0
SC,1997,4,PREDNISONE,0.0,0.0
MS,1997,3,PREDNISONE,0.0,0.0
IN,1997,3,PREDNISONE,0.0,0.0
ND,1997,4,PREDNISONE,0.0,0.0
IA,1997,2,PREDNISONE,0.0,0.0
RI,1997,1,PREDNISONE,0.0,0.0
MA,1997,1,PREDNISONE,0.0,0.0
VT,1997,2,PREDNISONE,0.0,0.0
MN,1997,3,PREDNISONE,0.0,0.0
AR,1997,3,PREDNISONE,0.0,0.0
CA,1997,1,PREDNISONE,0.0,0.0
DC,1997,3,PREDNISONE,0.0,0.0
ME,1997,3,PREDNISONE,0.0,0.0
DC,1997,3,PREDNISONE,0.0,0.0
IA,1997,3,PREDNISONE,0.0,0.0
WA,1997,1,PREDNISONE,0.0,0.0
NV,1997,3,PREDNISONE,0.0,0.0
PA,1997,1,PREDNISONE,0.0,0.0
ID,1997,1,PREDNISONE,0.0,0.0
MA,1997,2,PREDNISONE,0.0,0.0
KY,1997,2,PREDNISONE,0.0,0.0
AR,1997,2,PREDNISONE,560.0,0.0
AR,1997,2,PREDNISONE,0.0,0.0
IL,1997,2,PREDNISONE,0.0,0.0
MS,1997,4,PREDNISONE,0.0,0.0
CA,1997,4,PREDNISONE,0.0,0.0
ME,1997,1,CHLORHEXID,0.0,-100.0
VA,1997,1,PREDNISONE,0.0,0.0
MA,1997,3,PREDNISONE,0.0,0.0
KY,1997,3,PREDNISONE,0.0,0.0
CO,1997,4,PREDNISONE,0.0,0.0
VA,1997,1,PREDNISONE,0.0,0.0
IA,1997,4,PREDNISONE,0.0,0.0
WA,1997,3,PREDNISONE,0.0,0.0
CT,1997,1,PREDNISONE,0.0,0.0
AR,1997,1,PREDNISONE,0.0,0.0
MO,1997,3,PREDNISONE,0.0,0.0
AR,1997,4,PREDNISONE,0.0,0.0
MO,1997,1,PREDNISONE,0.0,0.0
MT,1997,3,PREDNISONE,0.0,0.0
AR,1997,3,PREDNISONE,742.0,0.0
IA,1997,2,PREDNISONE,0.0,0.0
MN,1997,3,PREDNISONE,0.0,0.0
AR,1997,4,PREDNISONE,3273.0,0.0
MO,1997,2,PREDNISONE,0.0,0.0
MS,1997,4,PREDNISONE,0.0,0.0
NH,1997,2,PREDNISONE,0.0,0.0
CT,1997,3,PREDNISONE,0.0,0.0
AR,1997,1,PREDNISONE,0.0,0.0
NE,1997,2,PREDNISONE,0.0,0.0
PA,1997,1,PREDNISONE,0.0,0.0
SD,1997,1,PREDNISONE,0.0,0.0
NM,1997,2,PREDNISONE,0.0,0.0
MT,1997,4,PREDNISONE,0.0,0.0
RI,1997,4,PREDNISONE,0.0,0.0
OK,1997,3,PREDNISONE,0.0,0.0
CT,1997,2,PREDNISONE,0.0,0.0
NJ,1997,2,PREDNISONE,0.0,0.0
WY,1997,4,PREDNISONE,0.0,0.0
KY,1997,2,PREDNISONE,0.0,0.0
SC,1997,3,PREDNISONE,0.0,0.0
WY,1997,2,PREDNISONE,0.0,0.0
OR,1997,1,PREDNISONE,0.0,0.0
ND,1997,1,PREDNISONE,0.0,0.0
ND,1997,1,PREDNISONE,0.0,0.0
WI,1997,3,PREDNISONE,0.0,0.0
MT,1997,1,PREDNISONE,0.0,0.0
LA,1997,4,PREDNISONE,0.0,0.0
MO,1997,2,PREDNISONE,0.0,0.0
SC,1997,4,PREDNISONE,0.0,0.0
AR,1997,1,PREDNISONE,1802.0,0.0
ID,1997,2,PREDNISONE,0.0,0.0
OK,1997,3,PREDNISONE,0.0,0.0
MA,1997,2,PREDNISONE,0.0,0.0
SD,1997,2,PREDNISONE,0.0,0.0
OK,1997,1,PREDNISONE,0.0,0.0
CA,1997,1,PREDNISONE,0.0,0.0
FL,1997,4,PREDNISONE,0.0,0.0
NM,1997,3,PREDNISONE,0.0,0.0
DE,1997,2,PREDNISONE,0.0,0.0
PA,1997,2,PREDNISONE,0.0,0.0
MD,1997,2,PREDNISONE,0.0,0.0
WY,1997,2,PREDNISONE,0.0,0.0
MO,1997,4,PREDNISONE,0.0,0.0
OR,1997,1,PREDNISONE,0.0,0.0
MI,1997,4,PREDNISONE,0.0,0.0
CA,1997,2,PREDNISONE,0.0,0.0
DE,1997,3,PREDNISONE,0.0,0.0
AL,1997,3,PREDNISONE,0.0,0.0
NM,1997,3,PREDNISONE,0.0,0.0
AK,1997,4,PREDNISONE,0.0,0.0
NJ,1997,3,PREDNISONE,0.0,0.0
NC,1997,3,PREDNISONE,0.0,0.0
MD,1997,1,PREDNISONE,0.0,0.0
NE,1997,4,PREDNISONE,0.0,0.0
WY,1997,2,PREDNISONE,0.0,0.0
DE,1997,1,PREDNISONE,0.0,0.0
AK,1997,3,PREDNISONE,0.0,0.0
NJ,1997,3,PREDNISONE,0.0,0.0
NC,1997,1,PREDNISONE,0.0,0.0
WI,1997,1,CHLORHEXID,0.0,-100.0
VT,1997,3,PREDNISONE,0.0,0.0
AR,1997,3,PREDNISONE,0.0,0.0
MI,1997,3,CHLORHEXID,0.0,-100.0
CA,1997,4,PREDNISONE,0.0,0.0
NC,1997,3,PREDNISONE,0.0,0.0
IA,1997,4,PREDNISONE,0.0,0.0
ID,1997,4,PREDNISONE,0.0,0.0
NE,1997,2,PREDNISONE,0.0,0.0
UT,1997,2,PREDNISONE,0.0,0.0
SD,1997,4,PREDNISONE,0.0,0.0
MA,1997,4,PREDNISONE,0.0,0.0
WI,1997,3,PREDNISONE,0.0,0.0
KS,1997,3,PREDNISONE,0.0,-100.0
OK,1997,1,PREDNISONE,0.0,0.0
VA,1997,2,PREDNISONE,0.0,0.0
TX,1997,4,PREDNISONE,0.0,0.0
TX,1997,4,PREDNISONE,0.0,0.0
NE,1997,1,PREDNISONE,0.0,0.0
WV,1997,4,PREDNISONE,0.0,0.0
MA,1997,2,PREDNISONE,0.0,0.0
UT,1997,3,PREDNISONE,0.0,0.0
PA,1997,2,PREDNISONE,0.0,0.0
TX,1997,4,PREDNISONE,0.0,0.0
AR,1997,1,PREDNISONE,357.0,0.0
KY,1997,4,PREDNISONE,0.0,0.0
MD,1997,4,PREDNISONE,0.0,0.0
VT,1997,2,PREDNISONE,0.0,0.0
SD,1997,4,PREDNISONE,0.0,0.0
VT,1997,3,PREDNISONE,0.0,0.0
CT,1997,2,PREDNISONE,0.0,0.0
NH,1997,3,PREDNISONE,0.0,0.0
WV,1997,1,PREDNISONE,0.0,0.0
AR,1997,1,PREDNISONE,961.0,0.0
RI,1997,4,V-C FORTE,0.0,0.0
NC,1997,1,PREDNISONE,0.0,0.0
MS,1997,3,PREDNISONE,0.0,0.0
IA,1997,2,PREDNISONE,0.0,0.0
RI,1997,2,PREDNISONE,0.0,0.0
HI,1997,2,PREDNISONE,0.0,0.0
MO,1997,2,PREDNISONE,0.0,0.0
AK,1997,4,CHLORHEXID,0.0,-100.0
AL,1997,1,PREDNISONE,2127.0,0.0
AR,1997,4,PREDNISONE,0.0,0.0
CO,1997,3,PREDNISONE,0.0,0.0
AR,1997,2,PREDNISONE,0.0,0.0
AR,1997,2,PREDNISONE,0.0,0.0
CA,1997,3,PREDNISONE,0.0,0.0
MO,1997,3,PREDNISONE,0.0,0.0
SD,1997,3,PREDNISONE,0.0,0.0
HI,1997,4,PREDNISONE,0.0,0.0
GA,1997,3,PREDNISONE,0.0,0.0
FL,1997,1,PREDNISONE,0.0,0.0
LA,1997,3,PREDNISONE,0.0,0.0
KY,1997,3,PREDNISONE,0.0,0.0
ND,1997,3,PREDNISONE,0.0,0.0
OH,1997,2,PREDNISONE,0.0,0.0
MO,1997,4,PREDNISONE,0.0,0.0
OR,1997,3,PREDNISONE,0.0,0.0
VT,1997,3,PREDNISONE,0.0,0.0
FL,1997,4,CHLORHEXID,0.0,0.0
OK,1997,1,PREDNISONE,0.0,0.0
ND,1997,1,PREDNISONE,0.0,0.0
ME,1997,3,PREDNISONE,0.0,0.0
SD,1997,4,PREDNISONE,0.0,0.0
WV,1997,1,PREDNISONE,0.0,0.0
FL,1997,3,PREDNISONE,0.0,0.0
AR,1997,2,PREDNISONE,0.0,0.0
NM,1997,1,PREDNISONE,0.0,0.0
PA,1997,2,PREDNISONE,0.0,0.0
OH,1997,4,CHLORHEXID,0.0,0.0
RI,1997,1,PREDNISONE,0.0,0.0
WV,1997,2,PREDNISONE,0.0,0.0
AR,1997,4,PREDNISONE,1263.0,0.0
PA,1997,3,PREDNISONE,0.0,0.0
NE,1997,4,PREDNISONE,0.0,0.0
WI,1997,2,PREDNISONE,0.0,0.0
AL,1997,3,PREDNISONE,8590.0,0.0
IL,1997,1,PREDNISONE,0.0,0.0
IA,1997,3,PREDNISONE,0.0,0.0
KY,1997,1,PREDNISONE,0.0,0.0
SC,1997,1,PREDNISONE,0.0,0.0
MT,1997,1,PREDNISONE,0.0,0.0
DC,1997,4,PREDNISONE,0.0,0.0
MA,1997,4,PREDNISONE,0.0,0.0
AR,1997,3,PREDNISONE,3600.0,0.0
PA,1997,2,PREDNISONE,0.0,0.0
AL,1997,2,PREDNISONE,0.0,0.0
HI,1997,2,PREDNISONE,0.0,0.0
OR,1997,2,PREDNISONE,0.0,0.0
ID,1997,1,PREDNISONE,0.0,0.0
DE,1997,4,PREDNISONE,0.0,0.0
NY,1997,1,PREDNISONE,0.0,0.0
IL,1997,2,PREDNISONE,0.0,0.0
NE,1997,2,PREDNISONE,0.0,0.0
MI,1997,3,PREDNISONE,0.0,0.0
UT,1997,4,PREDNISONE,0.0,0.0
AL,1997,1,PREDNISONE,510.0,0.0
MO,1997,1,PREDNISONE,0.0,0.0
VT,1997,4,PREDNISONE,0.0,0.0
ID,1997,3,CHLORHEXID,0.0,0.0
DC,1997,1,PREDNISONE,0.0,0.0
SD,1997,3,PREDNISONE,0.0,0.0
OK,1997,2,PREDNISONE,0.0,-100.0
DE,1997,4,PREDNISONE,0.0,0.0
CA,1997,4,PREDNISONE,0.0,0.0
MO,1997,1,PREDNISONE,0.0,0.0
DE,1997,3,PREDNISONE,0.0,0.0
MN,1997,2,PREDNISONE,0.0,0.0
PA,1997,4,PREDNISONE,0.0,0.0
NE,1997,4,CHLORHEXID,0.0,0.0
PA,1997,2,PREDNISONE,0.0,0.0
NE,1997,2,PREDNISONE,0.0,0.0
FL,1997,2,CHLORHEXID,0.0,-100.0
MO,1997,2,PREDNISONE,0.0,0.0
MA,1997,2,PREDNISONE,0.0,0.0
WV,1997,3,PREDNISONE,0.0,0.0
MD,1997,4,PREDNISONE,0.0,0.0
OR,1997,3,PREDNISONE,0.0,0.0
AL,1997,1,PREDNISONE,2775.0,0.0
AL,1997,1,PREDNISONE,1350.0,0.0
ME,1997,3,PREDNISONE,0.0,0.0
SC,1997,3,PREDNISONE,0.0,0.0
IL,1997,2,PREDNISONE,0.0,0.0
FL,1997,3,PREDNISONE,0.0,0.0
NE,1997,2,PREDNISONE,0.0,0.0
HI,1997,4,PREDNISONE,0.0,0.0
FL,1997,2,PREDNISONE,0.0,0.0
NH,1997,4,PREDNISONE,0.0,0.0
AK,1997,1,PREDNISONE,321.0,0.0
MD,1997,1,PREDNISONE,0.0,0.0
UT,1997,4,PREDNISONE,0.0,0.0
OR,1997,3,PREDNISONE,0.0,0.0
AL,1997,3,PREDNISONE,0.0,0.0
NM,1997,1,PREDNISONE,0.0,0.0
ID,1997,3,PREDNISONE,0.0,0.0
NM,1997,3,PREDNISONE,0.0,0.0
WI,1997,4,PREDNISONE,0.0,0.0
AL,1997,4,PREDNISONE,6769.0,0.0
ND,1997,1,PREDNISONE,0.0,0.0
CO,1997,3,PREDNISONE,0.0,0.0
NV,1997,4,PREDNISONE,0.0,0.0
FL,1997,2,PREDNISONE,0.0,0.0
ID,1997,3,PREDNISONE,0.0,0.0
CT,1997,2,PREDNISONE,0.0,0.0
DC,1997,4,PREDNISONE,0.0,0.0
AK,1997,4,PREDNISONE,0.0,0.0
MO,1997,3,PREDNISONE,0.0,0.0
IL,1997,4,PREDNISONE,0.0,0.0
VT,1997,4,PREDNISONE,0.0,0.0
AL,1997,1,PREDNISONE,0.0,0.0
WA,1997,1,PREDNISONE,0.0,0.0
KY,1997,4,PREDNISONE,0.0,0.0
NC,1997,2,PREDNISONE,0.0,0.0
ID,1997,1,PREDNISONE,0.0,0.0
DE,1997,2,PREDNISONE,0.0,0.0
ND,1997,3,PREDNISONE,0.0,0.0
GA,1997,2,PREDNISONE,0.0,0.0
WY,1997,4,PREDNISONE,0.0,0.0
MA,1997,1,PREDNISONE,0.0,0.0
NC,1997,3,PREDNISONE,0.0,0.0
FL,1997,4,PREDNISONE,0.0,0.0
CO,1997,4,PREDNISONE,0.0,0.0
NE,1997,3,PREDNISONE,0.0,0.0
WY,1997,4,PREDNISONE,0.0,0.0
AL,1997,2,PREDNISONE,0.0,0.0
VA,1997,4,PREDNISONE,0.0,0.0
WY,1997,2,PREDNISONE,0.0,0.0
DC,1997,4,PREDNISONE,0.0,0.0
DE,1997,4,PREDNISONE,0.0,0.0
MS,1997,3,PREDNISONE,0.0,0.0
AL,1997,4,PREDNISONE,22384.0,0.0
MN,1997,4,PREDNISONE,0.0,0.0
ND,1997,4,PREDNISONE,0.0,0.0
MD,1997,1,PREDNISONE,0.0,0.0
MS,1997,2,PREDNISONE,0.0,0.0
CO,1997,4,PREDNISONE,0.0,0.0
AK,1997,1,PREDNISONE,842.0,0.0
FL,1997,2,PREDNISONE,0.0,0.0
WY,1997,2,PREDNISONE,0.0,0.0
MI,1997,2,PREDNISONE,0.0,0.0
KS,1997,3,PREDNISONE,0.0,-100.0
UT,1997,1,PREDNISONE,0.0,0.0
NE,1997,4,PREDNISONE,0.0,0.0
SC,1997,1,PREDNISONE,0.0,0.0
MA,1997,2,PREDNISONE,0.0,0.0
ME,1997,1,PREDNISONE,0.0,0.0
NH,1997,3,PREDNISONE,0.0,0.0
DE,1997,1,PREDNISONE,0.0,0.0
IA,1997,2,PREDNISONE,0.0,0.0
NH,1997,3,PREDNISONE,0.0,0.0
OR,1997,1,PREDNISONE,0.0,0.0
WA,1997,4,PREDNISONE,0.0,0.0
AK,1997,1,PREDNISONE,0.0,0.0
UT,1997,2,PREDNISONE,0.0,0.0
ID,1997,1,PREDNISONE,0.0,0.0
OR,1997,3,PREDNISONE,0.0,0.0
WV,1997,4,PREDNISONE,0.0,0.0
WY,1997,2,PREDNISONE,0.0,0.0
NJ,1997,3,PREDNISONE,0.0,0.0
UT,1997,3,PREDNISONE,0.0,0.0
AR,1997,3,PREDNISONE,0.0,0.0
AR,1997,3,PREDNISONE,2867.0,0.0
DC,1997,4,PREDNISONE,0.0,0.0
WI,1997,3,PREDNISONE,0.0,0.0
AK,1997,2,PREDNISONE,776.0,0.0
FL,1997,4,PREDNISONE,0.0,0.0
WY,1997,3,PREDNISONE,0.0,0.0
IL,1997,4,PREDNISONE,0.0,0.0
DE,1997,3,PREDNISONE,0.0,0.0
MA,1997,1,PREDNISONE,0.0,0.0
ID,1997,3,PREDNISONE,0.0,0.0
TX,1997,1,PREDNISONE,0.0,0.0
NJ,1997,1,PREDNISONE,0.0,0.0
OK,1997,4,PREDNISONE,0.0,0.0
UT,1997,4,PREDNISONE,0.0,0.0
KY,1997,3,PREDNISONE,0.0,0.0
NE,1997,3,PREDNISONE,0.0,0.0
CT,1997,1,PREDNISONE,0.0,0.0
IA,1997,3,PREDNISONE,0.0,0.0
NJ,1997,3,PREDNISONE,0.0,0.0
WA,1997,3,PREDNISONE,0.0,0.0
AL,1997,3,PREDNISONE,1205.0,0.0
UT,1997,2,PREDNISONE,0.0,0.0
MA,1997,2,PREDNISONE,0.0,0.0
MA,1997,3,PREDNISONE,0.0,0.0
AK,1997,1,PREDNISONE,745.0,0.0
ID,1997,2,PREDNISONE,0.0,0.0
ID,1997,1,PREDNISONE,0.0,0.0
VT,1997,4,PREDNISONE,0.0,0.0
ID,1997,4,PREDNISONE,0.0,0.0
OR,1997,1,PREDNISONE,0.0,0.0
OK,1997,4,PREDNISONE,0.0,0.0
WV,1997,2,PREDNISONE,0.0,0.0
WY,1997,3,PREDNISONE,0.0,0.0
AK,1997,1,PREDNISONE,0.0,0.0
AR,1997,1,PREDNISONE,0.0,0.0
NH,1997,4,PREDNISONE,0.0,0.0
CT,1997,3,PREDNISONE,0.0,0.0
OR,1997,2,PREDNISONE,0.0,0.0
AR,1997,1,PREDNISONE,0.0,0.0
OK,1997,1,PREDNISONE,0.0,0.0
NJ,1997,3,PREDNISONE,0.0,0.0
PA,1997,1,PREDNISONE,0.0,0.0
RI,1997,2,PREDNISONE,0.0,0.0
IN,1997,3,PREDNISONE,0.0,0.0
DC,1997,4,PREDNISONE,0.0,0.0
WY,1997,4,PREDNISONE,0.0,0.0
NY,1997,3,PREDNISONE,0.0,0.0
TX,1997,2,PREDNISONE,0.0,0.0
AR,1997,3,PREDNISONE,0.0,0.0
FL,1997,1,PREDNISONE,0.0,0.0
WV,1997,3,PREDNISONE,0.0,0.0
MS,1997,1,PREDNISONE,0.0,0.0
IL,1997,2,PREDNISONE,0.0,0.0
WY,1997,4,PREDNISONE,0.0,0.0
GA,1997,1,PREDNISONE,0.0,0.0
AL,1997,1,PREDNISONE,0.0,0.0
MI,1997,4,PREDNISONE,0.0,0.0
HI,1997,4,PREDNISONE,0.0,0.0
WV,1997,1,PREDNISONE,0.0,0.0
OH,1997,3,PREDNISONE,0.0,0.0
KS,1997,4,PREDNISONE,0.0,0.0
HI,1997,2,PREDNISONE,0.0,0.0
DE,1997,1,PREDNISONE,0.0,0.0
CA,1997,2,PREDNISONE,0.0,0.0
MN,1997,3,PREDNISONE,0.0,0.0
WI,1997,1,PREDNISONE,0.0,0.0
MD,1997,1,PREDNISONE,0.0,0.0
DE,1997,1,CHLORHEXID,0.0,0.0
SC,1997,3,PREDNISONE,0.0,0.0
DC,1997,3,PREDNISONE,0.0,0.0
ID,1997,2,PREDNISONE,0.0,0.0
GA,1997,2,PREDNISONE,0.0,0.0
AK,1997,1,PREDNISONE,0.0,0.0
IA,1997,4,PREDNISONE,0.0,0.0
RI,1997,2,PREDNISONE,0.0,0.0
AK,1997,1,PREDNISONE,0.0,0.0
CA,1997,2,PREDNISONE,0.0,0.0
IA,1997,3,PREDNISONE,0.0,0.0
AK,1997,2,PREDNISONE,1650.0,0.0
CT,1997,4,PREDNISONE,0.0,0.0
RI,1997,2,PREDNISONE,0.0,0.0
MN,1997,3,PREDNISONE,0.0,0.0
AL,1997,3,PREDNISONE,0.0,0.0
MA,1997,3,PREDNISONE,0.0,0.0
CA,1997,4,PREDNISONE,0.0,0.0
KY,1997,1,PREDNISONE,0.0,0.0
MA,1997,2,PREDNISONE,0.0,0.0
NC,1997,2,PREDNISONE,0.0,0.0
AL,1997,4,PREDNISONE,27869.0,0.0
CA,1997,1,PREDNISONE,0.0,0.0
CT,1997,4,PREDNISONE,0.0,0.0
NM,1997,4,PREDNISONE,0.0,0.0
AR,1997,1,PREDNISONE,10219.0,0.0
DC,1997,2,PREDNISONE,0.0,0.0
AK,1997,4,PREDNISONE,1086.0,0.0
MD,1997,4,PREDNISONE,0.0,0.0
AR,1997,1,PREDNISONE,2197.0,0.0
IA,1997,3,PREDNISONE,0.0,0.0
TX,1997,4,PREDNISONE,0.0,0.0
SC,1997,4,PREDNISONE,0.0,0.0
WV,1997,2,PREDNISONE,0.0,0.0
AL,1997,4,PREDNISONE,1617.0,0.0
MO,1997,4,PREDNISONE,0.0,0.0
OR,1997,1,PREDNISONE,0.0,0.0
WY,1997,4,PREDNISONE,0.0,0.0
AK,1997,1,PREDNISONE,0.0,0.0
MO,1997,4,PREDNISONE,0.0,0.0
NH,1997,2,PREDNISONE,0.0,0.0
OH,1997,4,PREDNISONE,0.0,0.0
AR,1997,2,PREDNISONE,0.0,0.0
SD,1997,4,PREDNISONE,0.0,0.0
PA,1997,3,PREDNISONE,0.0,0.0
AL,1997,3,PREDNISONE,0.0,0.0
WV,1997,1,PREDNISONE,0.0,0.0
PA,1997,3,PREDNISONE,0.0,0.0
NC,1997,1,PREDNISONE,0.0,0.0
RI,1997,4,PREDNISONE,0.0,0.0
MT,1997,3,PREDNISONE,0.0,0.0
WI,1997,1,PREDNISONE,0.0,0.0
AR,1997,2,PREDNISONE,0.0,0.0
OK,1997,3,PREDNISONE,0.0,0.0
MA,1997,4,PREDNISONE,0.0,0.0
MS,1997,3,PREDNISONE,0.0,0.0
MS,1997,3,PREDNISONE,0.0,0.0
IA,1997,2,PREDNISONE,0.0,0.0
MO,1997,1,PREDNISONE,0.0,0.0
DC,1997,2,PREDNISONE,0.0,0.0
NH,1997,2,PREDNISONE,0.0,0.0
ID,1997,3,PREDNISONE,0.0,0.0
NE,1997,1,PREDNISONE,0.0,0.0
MI,1997,2,PREDNISONE,0.0,0.0
KY,1997,2,PREDNISONE,0.0,0.0
AR,1997,4,PREDNISONE,0.0,0.0
SD,1997,3,PREDNISONE,0.0,0.0
ME,1997,2,PREDNISONE,0.0,0.0
NM,1997,1,PREDNISONE,0.0,0.0
CT,1997,1,PREDNISONE,0.0,0.0
MD,1997,1,PREDNISONE,0.0,0.0
KS,1997,1,PREDNISONE,0.0,0.0
NM,1997,2,PREDNISONE,0.0,0.0
GA,1997,2,PREDNISONE,0.0,0.0
MO,1997,4,PREDNISONE,0.0,0.0
MS,1997,4,PREDNISONE,0.0,0.0
WA,1997,1,PREDNISONE,0.0,0.0
ME,1997,2,PREDNISONE,0.0,0.0
OR,1997,3,PREDNISONE,0.0,0.0
SC,1997,3,PREDNISONE,0.0,0.0
KY,1997,3,PREDNISONE,0.0,0.0
ID,1997,1,PREDNISONE,0.0,0.0
NV,1997,3,PREDNISONE,0.0,0.0
WI,1997,2,PREDNISONE,0.0,0.0
TX,1997,2,PREDNISONE,0.0,0.0
AK,1997,3,PREDNISONE,0.0,0.0
PA,1997,2,PREDNISONE,0.0,0.0
WA,1997,4,PREDNISONE,0.0,0.0
VA,1997,1,PREDNISONE,0.0,0.0
WY,1997,1,PREDNISONE,0.0,0.0
KY,1997,4,PREDNISONE,0.0,0.0
AR,1997,3,CHLORHEXID,18642.0,-41.06787215882149
DC,1997,3,PREDNISONE,0.0,0.0
MT,1997,4,PREDNISONE,0.0,0.0
NY,1997,4,PREDNISONE,0.0,0.0
OK,1997,2,PREDNISONE,0.0,-100.0
NJ,1997,2,PREDNISONE,0.0,0.0
CA,1997,2,PREDNISONE,0.0,0.0
AK,1997,2,PREDNISONE,0.0,0.0
DE,1997,3,PREDNISONE,0.0,0.0
MA,1997,1,PREDNISONE,0.0,0.0
NY,1997,1,PREDNISONE,0.0,0.0
HI,1997,1,PREDNISONE,0.0,0.0
ME,1997,2,PREDNISONE,0.0,0.0
UT,1997,2,PREDNISONE,0.0,0.0
MA,1997,3,PREDNISONE,0.0,0.0
ME,1997,1,PREDNISONE,0.0,0.0
OH,1997,4,PREDNISONE,0.0,0.0
OH,1997,3,PREDNISONE,0.0,0.0
WY,1997,2,PREDNISONE,0.0,0.0
LA,1997,1,PREDNISONE,0.0,0.0
GA,1997,1,PREDNISONE,0.0,0.0
OK,1997,2,PREDNISONE,0.0,-100.0
DC,1997,3,PREDNISONE,0.0,0.0
MS,1997,3,PREDNISONE,0.0,0.0
SC,1997,3,PREDNISONE,0.0,0.0
KS,1997,3,PREDNISONE,0.0,-100.0
KY,1997,1,CHLORHEXID,0.0,-100.0
KS,1997,2,PREDNISONE,0.0,0.0
OH,1997,4,PREDNISONE,0.0,0.0
WI,1997,3,PREDNISONE,0.0,0.0
OH,1997,2,PREDNISONE,0.0,0.0
KS,1997,3,PREDNISONE,0.0,-100.0
LA,1997,2,PREDNISONE,0.0,0.0
