State,Year,Quarter,Product Name,Units Reimbursed,percent
OH,1996,1,PREDNISONE,405.0,0.0
PA,1996,2,PREDNISONE,456.0,0.0
ME,1996,1,PREDNISONE,0.0,0.0
VA,1996,2,CHLORHEXID,22916.0,0.0
NJ,1996,4,PREDNISONE,0.0,0.0
PA,1996,2,PREDNISONE,0.0,0.0
LA,1996,1,PREDNISONE,5803.0,0.0
IN,1996,2,PREDNISONE,0.0,0.0
NC,1996,1,PREDNISONE,0.0,0.0
SD,1996,4,PREDNISONE,0.0,0.0
TX,1996,2,PREDNISONE,670.0,0.0
MD,1996,3,PREDNISONE,7130.0,0.0
NH,1996,2,PREDNISONE,1484.0,0.0
TX,1996,4,PREDNISONE,9553.04,0.0
WI,1996,4,PREDNISONE,2143.0,0.0
DC,1996,3,PREDNISONE,706.0,0.0
WI,1996,4,PREDNISONE,0.0,0.0
NV,1996,3,PREDNISONE,0.0,0.0
UT,1996,4,PREDNISONE,0.0,0.0
GA,1996,3,PREDNISONE,0.0,0.0
MD,1996,3,PREDNISONE,15404.0,0.0
TX,1996,2,PREDNISONE,0.0,0.0
SD,1996,2,PREDNISONE,0.0,0.0
ME,1996,1,PREDNISONE,0.0,0.0
OH,1996,1,PREDNISONE,1669.0,0.0
MS,1996,3,PREDNISONE,1023.0,0.0
NE,1996,1,PREDNISONE,3563.0,0.0
ID,1996,1,PREDNISONE,0.0,0.0
DE,1996,4,PREDNISONE,0.0,0.0
ME,1996,4,PREDNISONE,1154.0,0.0
UT,1996,1,PREDNISONE,582.0,0.0
CA,1996,2,PREDNISONE,19995.0,0.0
ID,1996,3,PREDNISONE,948.0,0.0
FL,1996,2,PREDNISONE,694.0,0.0
NJ,1996,2,PREDNISONE,2209.0,0.0
KY,1996,4,PREDNISONE,1234.0,0.0
IA,1996,4,PREDNISONE,1621.0,0.0
PA,1996,1,PREDNISONE,32482.0,0.0
CO,1996,1,PREDNISONE,484.0,0.0
LA,1996,2,PREDNISONE,11674.0,0.0
MO,1996,2,PREDNISONE,1607.0,0.0
HI,1996,1,PREDNISONE,109.0,0.0
FL,1996,2,PREDNISONE,999.0,0.0
WA,1996,4,PREDNISONE,1780.0,0.0
DE,1996,3,PREDNISONE,0.0,0.0
AL,1996,1,PREDNISONE,0.0,0.0
LA,1996,3,PREDNISONE,3386.0,0.0
MI,1996,1,PREDNISONE,6439.0,0.0
MS,1996,2,PREDNISONE,8227.0,0.0
WA,1996,3,PREDNISONE,7407.0,0.0
CA,1996,4,PREDNISONE,1266.0,0.0
GA,1996,2,AZITHROMYC,42544.0,0.0
ND,1996,3,PREDNISONE,0.0,0.0
CT,1996,1,PREDNISONE,0.0,0.0
IL,1996,4,PREDNISONE,17960.0,0.0
NC,1996,3,PREDNISONE,3794.0,0.0
NC,1996,1,PREDNISONE,2040.0,0.0
NJ,1996,1,PREDNISONE,3550.0,0.0
MO,1996,3,PREDNISONE,1000.0,0.0
ND,1996,4,CHLORHEXID,8096.0,0.0
MA,1996,4,PREDNISONE,5703.0,0.0
OR,1996,2,PREDNISONE,0.0,0.0
IN,1996,2,PREDNISONE,1492.0,0.0
NC,1996,2,PREDNISONE,3742.0,0.0
ND,1996,1,PREDNISONE,448.0,0.0
WA,1996,1,PREDNISONE,6061.0,0.0
TX,1996,3,PREDNISONE,20829.4,0.0
DE,1996,4,PREDNISONE,675.0,0.0
FL,1996,1,PREDNISONE,4020.0,0.0
AL,1996,2,PREDNISONE,0.0,0.0
NC,1996,2,PREDNISONE,2377.0,0.0
LA,1996,3,PREDNISONE,545.0,0.0
SD,1996,4,PREDNISONE,0.0,0.0
CT,1996,4,PREDNISONE,583.0,0.0
FL,1996,4,PREDNISONE,735.0,0.0
TX,1996,3,PREDNISONE,11873.0,0.0
MN,1996,2,PREDNISONE,0.0,0.0
NC,1996,2,PREDNISONE,12982.0,0.0
ME,1996,3,PREDNISONE,2535.0,0.0
KS,1996,3,PREDNISONE,24649.0,0.0
MI,1996,4,PREDNISONE,0.0,0.0
IA,1996,4,PREDNISONE,0.0,0.0
FL,1996,1,PREDNISONE,8962.0,0.0
OH,1996,3,PREDNISONE,0.0,0.0
NM,1996,2,PREDNISONE,0.0,0.0
IL,1996,3,PREDNISONE,5622.0,0.0
MT,1996,4,PREDNISONE,4708.0,0.0
WV,1996,3,PREDNISONE,5269.0,0.0
PA,1996,2,PREDNISONE,6272.0,0.0
OH,1996,1,PREDNISONE,0.0,0.0
OK,1996,2,PREDNISONE,6252.0,0.0
IL,1996,3,PREDNISONE,4320.0,0.0
RI,1996,2,PREDNISONE,0.0,0.0
PA,1996,3,PREDNISONE,19638.0,0.0
MI,1996,1,PREDNISONE,901.0,0.0
VA,1996,4,PREDNISONE,5443.0,0.0
MA,1996,4,PREDNISONE,0.0,0.0
MN,1996,2,PREDNISONE,2784.0,0.0
AR,1996,2,PREDNISONE,0.0,0.0
AR,1996,3,PREDNISONE,0.0,0.0
CT,1996,4,PREDNISONE,10459.0,0.0
IL,1996,1,PREDNISONE,0.0,0.0
CA,1996,3,PREDNISONE,1556.0,0.0
IA,1996,1,PREDNISONE,0.0,0.0
HI,1996,2,CHLORHEXID,26859.0,0.0
ND,1996,2,PREDNISONE,0.0,0.0
NE,1996,2,PREDNISONE,700.0,0.0
NY,1996,3,PREDNISONE,0.0,0.0
MT,1996,4,PREDNISONE,0.0,0.0
MA,1996,4,PREDNISONE,0.0,0.0
GA,1996,2,PREDNISONE,0.0,0.0
NY,1996,4,PREDNISONE,1902.0,0.0
WA,1996,3,PREDNISONE,8164.0,0.0
LA,1996,2,PREDNISONE,2486.0,0.0
WY,1996,3,PREDNISONE,1821.0,0.0
FL,1996,3,PREDNISONE,5264.0,0.0
NM,1996,3,PREDNISONE,0.0,0.0
DE,1996,4,PREDNISONE,0.0,0.0
VA,1996,2,PREDNISONE,5343.0,0.0
DC,1996,4,PREDNISONE,0.0,0.0
MT,1996,3,PREDNISONE,0.0,0.0
NE,1996,1,PREDNISONE,759.0,0.0
IN,1996,2,PREDNISONE,0.0,0.0
MO,1996,2,PREDNISONE,1129.0,0.0
MD,1996,1,PREDNISONE,0.0,0.0
WV,1996,3,PREDNISONE,0.0,0.0
UT,1996,4,PREDNISONE,0.0,0.0
GA,1996,4,PREDNISONE,2611.0,0.0
MN,1996,1,PREDNISONE,0.0,0.0
ID,1996,3,PREDNISONE,0.0,0.0
NC,1996,2,PREDNISONE,1033.0,0.0
MS,1996,2,PREDNISONE,8668.0,0.0
NJ,1996,3,PREDNISONE,168.0,0.0
SC,1996,3,PREDNISONE,3499.0,0.0
DC,1996,4,PREDNISONE,0.0,0.0
NM,1996,4,PREDNISONE,1506.0,0.0
RI,1996,3,PREDNISONE,0.0,0.0
NC,1996,3,PREDNISONE,1325.0,0.0
IL,1996,2,PREDNISONE,485.0,0.0
LA,1996,3,PREDNISONE,5879.0,0.0
TX,1996,2,PREDNISONE,11056.0,0.0
IA,1996,3,PREDNISONE,5288.0,0.0
MN,1996,1,PREDNISONE,4578.0,0.0
OK,1996,2,PREDNISONE,2382.0,0.0
ND,1996,1,PREDNISONE,645.0,0.0
SD,1996,2,PREDNISONE,371.0,0.0
OK,1996,2,PREDNISONE,1846.0,0.0
VA,1996,3,PREDNISONE,4981.0,0.0
NY,1996,2,PREDNISONE,10478.0,0.0
NJ,1996,3,PREDNISONE,0.0,0.0
KS,1996,4,PREDNISONE,13427.0,0.0
MD,1996,3,PREDNISONE,0.0,0.0
SD,1996,3,PREDNISONE,0.0,0.0
NY,1996,1,PREDNISONE,2912.0,0.0
WA,1996,1,PREDNISONE,0.0,0.0
ND,1996,1,PREDNISONE,0.0,0.0
HI,1996,3,PREDNISONE,4303.0,0.0
MN,1996,2,PREDNISONE,18978.0,0.0
MN,1996,2,PREDNISONE,5655.0,0.0
MI,1996,4,PREDNISONE,8775.0,0.0
KY,1996,3,PREDNISONE,536.0,0.0
WV,1996,1,PREDNISONE,1237.0,0.0
AL,1996,3,PREDNISONE,0.0,0.0
ID,1996,1,PREDNISONE,2916.0,0.0
MT,1996,1,PREDNISONE,433.0,0.0
LA,1996,1,PREDNISONE,1030.0,0.0
PA,1996,4,PREDNISONE,1404.0,0.0
NJ,1996,1,PREDNISONE,4680.0,0.0
WI,1996,1,PREDNISONE,2185.0,0.0
VA,1996,1,PREDNISONE,0.0,0.0
TX,1996,4,PREDNISONE,2444.0,0.0
ND,1996,4,PREDNISONE,0.0,0.0
IL,1996,2,PREDNISONE,4029.0,0.0
GA,1996,4,PREDNISONE,8729.0,0.0
FL,1996,1,PREDNISONE,4281.0,0.0
MD,1996,1,PREDNISONE,758.0,0.0
IL,1996,4,PREDNISONE,0.0,0.0
NM,1996,1,PREDNISONE,875.0,0.0
ID,1996,4,PREDNISONE,2321.0,0.0
PA,1996,4,PREDNISONE,2438.0,0.0
IA,1996,2,PREDNISONE,0.0,0.0
NY,1996,2,PREDNISONE,1200.0,0.0
WV,1996,3,PREDNISONE,3618.0,0.0
NY,1996,2,PREDNISONE,2425.0,0.0
WI,1996,4,PREDNISONE,0.0,0.0
NE,1996,1,PREDNISONE,0.0,0.0
LA,1996,2,PREDNISONE,11462.0,0.0
OK,1996,1,PREDNISONE,0.0,0.0
WY,1996,4,PREDNISONE,0.0,0.0
OK,1996,3,PREDNISONE,0.0,0.0
CA,1996,1,PREDNISONE,1876.0,0.0
NC,1996,3,PREDNISONE,1810.0,0.0
WV,1996,2,PREDNISONE,0.0,0.0
NC,1996,3,PREDNISONE,13960.0,0.0
CA,1996,3,PREDNISONE,1520.0,0.0
VA,1996,2,PREDNISONE,0.0,0.0
MO,1996,2,PREDNISONE,0.0,0.0
IL,1996,1,PREDNISONE,376.0,0.0
MS,1996,1,PREDNISONE,0.0,0.0
NE,1996,1,PREDNISONE,2632.0,0.0
MA,1996,4,PREDNISONE,1015.0,0.0
NM,1996,2,PREDNISONE,0.0,0.0
NM,1996,2,PREDNISONE,532.0,0.0
PA,1996,3,PREDNISONE,0.0,0.0
TX,1996,1,CHLORHEXID,16778.0,0.0
MD,1996,3,PREDNISONE,8505.0,0.0
MO,1996,4,PREDNISONE,2061.0,0.0
MA,1996,4,PREDNISONE,0.0,0.0
IA,1996,2,PREDNISONE,6507.0,0.0
NV,1996,2,PREDNISONE,0.0,0.0
NM,1996,2,PREDNISONE,227.0,0.0
IL,1996,3,PREDNISONE,873.0,0.0
CA,1996,2,PREDNISONE,0.0,0.0
MN,1996,4,PREDNISONE,0.0,0.0
SD,1996,1,PREDNISONE,0.0,0.0
SD,1996,3,PREDNISONE,0.0,0.0
IA,1996,3,PREDNISONE,0.0,0.0
VA,1996,4,PREDNISONE,864.0,0.0
MS,1996,4,PREDNISONE,602.0,0.0
TX,1996,4,PREDNISONE,8387.0,0.0
MT,1996,2,PREDNISONE,0.0,0.0
TX,1996,3,PREDNISONE,44166.06,0.0
CA,1996,1,PREDNISONE,953.0,0.0
LA,1996,4,PREDNISONE,0.0,0.0
SD,1996,2,CHLORHEXID,0.0,0.0
VA,1996,3,PREDNISONE,0.0,0.0
IL,1996,4,PREDNISONE,5072.0,0.0
CT,1996,2,PREDNISONE,4054.0,0.0
MD,1996,4,PREDNISONE,2392.0,0.0
LA,1996,1,PREDNISONE,0.0,0.0
MO,1996,3,PREDNISONE,1013.0,0.0
OH,1996,1,PREDNISONE,3343.0,0.0
GA,1996,1,PREDNISONE,0.0,0.0
NM,1996,4,PREDNISONE,4133.0,0.0
TX,1996,1,PREDNISONE,17737.0,0.0
AK,1996,2,PREDNISONE,0.0,0.0
AL,1996,1,PREDNISONE,0.0,0.0
IA,1996,1,PREDNISONE,0.0,0.0
TX,1996,4,PREDNISONE,8810.0,0.0
UT,1996,2,PREDNISONE,0.0,0.0
MO,1996,3,PREDNISONE,0.0,0.0
NH,1996,2,PREDNISONE,0.0,0.0
FL,1996,3,PREDNISONE,1795.0,0.0
WI,1996,4,PREDNISONE,5569.5,0.0
OH,1996,3,PREDNISONE,10939.0,0.0
MN,1996,4,PREDNISONE,10463.0,0.0
PA,1996,3,PREDNISONE,3178.0,0.0
FL,1996,1,PREDNISONE,5517.0,0.0
NY,1996,1,PREDNISONE,26497.0,0.0
NE,1996,1,PREDNISONE,743.0,0.0
LA,1996,4,PREDNISONE,0.0,0.0
SC,1996,4,PREDNISONE,0.0,0.0
NE,1996,2,PREDNISONE,1814.0,0.0
GA,1996,3,PREDNISONE,0.0,0.0
NM,1996,2,PREDNISONE,876.0,0.0
OH,1996,3,PREDNISONE,0.0,0.0
SC,1996,3,PREDNISONE,0.0,0.0
OH,1996,4,PREDNISONE,51934.0,0.0
HI,1996,4,PREDNISONE,0.0,0.0
MI,1996,2,PREDNISONE,7306.0,0.0
OK,1996,4,PREDNISONE,3462.0,0.0
OK,1996,3,PREDNISONE,0.0,0.0
ND,1996,2,CHLORHEXID,0.0,0.0
MI,1996,4,PREDNISONE,966.0,0.0
MI,1996,4,PREDNISONE,0.0,0.0
GA,1996,2,PREDNISONE,7185.0,0.0
NV,1996,3,PREDNISONE,0.0,0.0
DC,1996,4,PREDNISONE,0.0,0.0
FL,1996,3,PREDNISONE,0.0,0.0
WY,1996,1,PREDNISONE,468.0,0.0
CA,1996,1,PREDNISONE,2186.0,0.0
FL,1996,1,PREDNISONE,3116.0,0.0
CA,1996,3,CHLORHEXID,5826.0,0.0
NY,1996,3,PREDNISONE,8948.0,0.0
OR,1996,3,PREDNISONE,0.0,0.0
NC,1996,3,PREDNISONE,7608.0,0.0
MN,1996,3,PREDNISONE,5531.0,0.0
LA,1996,1,PREDNISONE,586.0,0.0
MI,1996,1,PREDNISONE,0.0,0.0
SC,1996,4,PREDNISONE,1133.0,0.0
IA,1996,1,PREDNISONE,3918.0,0.0
MI,1996,2,PREDNISONE,4864.0,0.0
NC,1996,2,PREDNISONE,0.0,0.0
NJ,1996,4,PREDNISONE,0.0,0.0
DE,1996,4,PREDNISONE,0.0,0.0
OK,1996,3,PREDNISONE,0.0,0.0
MA,1996,2,PREDNISONE,51267.0,0.0
MS,1996,1,PREDNISONE,3356.0,0.0
NM,1996,1,PREDNISONE,0.0,0.0
SC,1996,3,PREDNISONE,0.0,0.0
UT,1996,4,PREDNISONE,0.0,0.0
TX,1996,1,PREDNISONE,9390.0,0.0
WA,1996,1,PREDNISONE,0.0,0.0
MT,1996,4,PREDNISONE,0.0,0.0
WV,1996,4,PREDNISONE,0.0,0.0
AR,1996,3,PREDNISONE,0.0,0.0
KY,1996,3,PREDNISONE,461.0,0.0
WI,1996,3,PREDNISONE,1786.0,0.0
IL,1996,4,PREDNISONE,341.0,0.0
ME,1996,4,PREDNISONE,606.0,0.0
MA,1996,3,PREDNISONE,3632.0,0.0
OK,1996,4,PREDNISONE,0.0,0.0
CA,1996,1,PREDNISONE,0.0,0.0
CO,1996,1,PREDNISONE,3713.0,0.0
MI,1996,4,PREDNISONE,8606.0,0.0
IL,1996,3,PREDNISONE,2184.0,0.0
LA,1996,4,PREDNISONE,9026.0,0.0
NJ,1996,1,PREDNISONE,0.0,0.0
IL,1996,1,V-C FORTE,0.0,0.0
CO,1996,1,PREDNISONE,4550.0,0.0
WV,1996,3,PREDNISONE,0.0,0.0
ID,1996,2,PREDNISONE,0.0,0.0
RI,1996,3,PREDNISONE,1244.0,0.0
WA,1996,4,PREDNISONE,0.0,0.0
LA,1996,2,PREDNISONE,0.0,0.0
GA,1996,3,PREDNISONE,5961.0,0.0
MN,1996,1,PREDNISONE,2657.0,0.0
UT,1996,2,PREDNISONE,0.0,0.0
LA,1996,1,PREDNISONE,0.0,0.0
NC,1996,1,PREDNISONE,13466.0,0.0
CT,1996,2,PREDNISONE,0.0,0.0
WA,1996,2,PREDNISONE,18005.0,0.0
NY,1996,2,PREDNISONE,492.0,0.0
RI,1996,2,PREDNISONE,0.0,0.0
TX,1996,4,PREDNISONE,16927.0,0.0
MI,1996,2,PREDNISONE,3627.0,0.0
AL,1996,4,PREDNISONE,0.0,0.0
MT,1996,4,PREDNISONE,351.0,0.0
KY,1996,2,PREDNISONE,195.0,0.0
TX,1996,2,PREDNISONE,1934.01,0.0
VT,1996,3,CHLORHEXID,20030.0,0.0
SD,1996,2,PREDNISONE,0.0,0.0
DC,1996,2,CHLORHEXID,0.0,0.0
WV,1996,2,PREDNISONE,6435.0,0.0
MT,1996,4,PREDNISONE,0.0,0.0
VT,1996,3,PREDNISONE,0.0,0.0
GA,1996,1,CHLORHEXID,296056.0,0.0
MS,1996,1,PREDNISONE,0.0,0.0
GA,1996,4,PREDNISONE,5468.0,0.0
KS,1996,4,PREDNISONE,449.0,0.0
IN,1996,2,PREDNISONE,4309.0,0.0
MD,1996,2,PREDNISONE,0.0,0.0
VA,1996,3,PREDNISONE,0.0,0.0
NC,1996,3,PREDNISONE,0.0,0.0
NJ,1996,3,PREDNISONE,2551.0,0.0
SC,1996,1,PREDNISONE,0.0,0.0
AK,1996,4,PREDNISONE,0.0,0.0
SC,1996,4,PREDNISONE,0.0,0.0
KY,1996,2,CHLORHEXID,12445.0,0.0
WV,1996,3,PREDNISONE,668.0,0.0
MD,1996,2,PREDNISONE,2170.0,0.0
KY,1996,2,PREDNISONE,6513.0,0.0
OH,1996,3,PREDNISONE,0.0,0.0
MD,1996,4,PREDNISONE,0.0,0.0
CA,1996,2,PREDNISONE,18618.0,0.0
OK,1996,1,PREDNISONE,542.0,0.0
MD,1996,2,PREDNISONE,2969.0,0.0
MO,1996,2,PREDNISONE,0.0,0.0
VT,1996,3,PREDNISONE,0.0,0.0
WV,1996,1,PREDNISONE,1281.0,0.0
NC,1996,2,PREDNISONE,6657.0,0.0
LA,1996,3,PREDNISONE,3654.0,0.0
OR,1996,3,PREDNISONE,7127.0,0.0
FL,1996,2,PREDNISONE,15942.0,0.0
WV,1996,3,PREDNISONE,20895.0,0.0
KY,1996,3,PREDNISONE,4196.0,0.0
WV,1996,1,PREDNISONE,0.0,0.0
KY,1996,4,PREDNISONE,656.0,0.0
CT,1996,2,PREDNISONE,1784.0,0.0
CO,1996,3,PREDNISONE,3243.0,0.0
WI,1996,4,PREDNISONE,1750.0,0.0
PA,1996,1,PREDNISONE,54570.0,0.0
LA,1996,2,CHLORHEXID,18232.0,0.0
FL,1996,2,PREDNISONE,1509.0,0.0
WA,1996,1,PREDNISONE,0.0,0.0
OH,1996,3,PREDNISONE,0.0,0.0
MI,1996,2,PREDNISONE,0.0,0.0
OR,1996,4,PREDNISONE,3402.0,0.0
NV,1996,2,PREDNISONE,0.0,0.0
GA,1996,4,PREDNISONE,0.0,0.0
ME,1996,4,PREDNISONE,0.0,0.0
OK,1996,2,PREDNISONE,0.0,0.0
NC,1996,2,PREDNISONE,9939.0,0.0
SD,1996,2,PREDNISONE,746.0,0.0
LA,1996,4,PREDNISONE,13209.0,0.0
MI,1996,1,PREDNISONE,968.0,0.0
IL,1996,1,PREDNISONE,423.0,0.0
IA,1996,4,PREDNISONE,0.0,0.0
WV,1996,1,PREDNISONE,1114.0,0.0
OR,1996,2,PREDNISONE,0.0,0.0
CA,1996,3,PREDNISONE,4969.0,0.0
NY,1996,3,PREDNISONE,5210.0,0.0
CA,1996,1,CHLOROQUIN,0.0,0.0
ID,1996,4,PREDNISONE,493.0,0.0
WV,1996,4,PREDNISONE,6157.0,0.0
NY,1996,2,PREDNISONE,1980.0,0.0
OH,1996,1,PREDNISONE,1357.0,0.0
LA,1996,4,PREDNISONE,797.0,0.0
MS,1996,2,PREDNISONE,0.0,0.0
NJ,1996,4,PREDNISONE,9584.0,0.0
PA,1996,2,PREDNISONE,0.0,0.0
IA,1996,1,PREDNISONE,0.0,0.0
DE,1996,4,PREDNISONE,1202.0,0.0
MA,1996,4,PREDNISONE,0.0,0.0
DE,1996,2,PREDNISONE,471.0,0.0
WA,1996,1,PREDNISONE,0.0,0.0
MD,1996,1,PREDNISONE,0.0,0.0
CA,1996,2,PREDNISONE,2164.0,0.0
OR,1996,2,PREDNISONE,0.0,0.0
MA,1996,2,PREDNISONE,0.0,0.0
WY,1996,4,PREDNISONE,0.0,0.0
WV,1996,1,PREDNISONE,3773.0,0.0
WA,1996,3,PREDNISONE,3993.0,0.0
TX,1996,3,PREDNISONE,0.0,0.0
UT,1996,3,PREDNISONE,0.0,0.0
IL,1996,4,PREDNISONE,0.0,0.0
NY,1996,2,PREDNISONE,0.0,0.0
MI,1996,3,CHLORHEXID,1165311.0,0.0
WA,1996,4,PREDNISONE,0.0,0.0
ND,1996,3,PREDNISONE,0.0,0.0
CT,1996,1,PREDNISONE,0.0,0.0
IN,1996,3,PREDNISONE,0.0,0.0
MA,1996,1,PREDNISONE,7727.0,0.0
MI,1996,1,PREDNISONE,2884.0,0.0
FL,1996,2,PREDNISONE,3311.0,0.0
FL,1996,1,PREDNISONE,3164.0,0.0
MN,1996,1,PREDNISONE,2046.0,0.0
MA,1996,4,PREDNISONE,0.0,0.0
KY,1996,2,PREDNISONE,4383.0,0.0
LA,1996,2,PREDNISONE,3435.0,0.0
TX,1996,4,PREDNISONE,21529.0,0.0
MI,1996,2,PREDNISONE,10131.0,0.0
NC,1996,2,PREDNISONE,836.0,0.0
OH,1996,1,PREDNISONE,0.0,0.0
NE,1996,1,PREDNISONE,0.0,0.0
IL,1996,4,PREDNISONE,6546.0,0.0
AK,1996,1,PREDNISONE,0.0,0.0
MN,1996,4,PREDNISONE,0.0,0.0
WV,1996,2,PREDNISONE,4339.0,0.0
PA,1996,1,PREDNISONE,4251.0,0.0
NJ,1996,3,PREDNISONE,28287.0,0.0
KY,1996,1,PREDNISONE,0.0,0.0
MI,1996,3,PREDNISONE,1366.0,0.0
VA,1996,2,PREDNISONE,1710.0,0.0
IL,1996,3,PREDNISONE,0.0,0.0
AR,1996,1,PREDNISONE,0.0,0.0
IA,1996,3,PREDNISONE,835.0,0.0
FL,1996,1,PREDNISONE,1225.0,0.0
MN,1996,3,PREDNISONE,1575.0,0.0
IL,1996,2,PREDNISONE,773.0,0.0
VA,1996,3,PREDNISONE,16589.0,0.0
TX,1996,3,PREDNISONE,3035.0,0.0
KS,1996,3,PREDNISONE,1473.0,0.0
WV,1996,4,PREDNISONE,1390.0,0.0
NJ,1996,3,PREDNISONE,16007.0,0.0
NV,1996,3,PREDNISONE,621.0,0.0
WV,1996,3,PREDNISONE,2968.0,0.0
GA,1996,2,PREDNISONE,0.0,0.0
NM,1996,3,PREDNISONE,521.0,0.0
OR,1996,1,PREDNISONE,5118.0,0.0
NY,1996,3,PREDNISONE,0.0,0.0
DC,1996,3,PREDNISONE,485.0,0.0
PA,1996,4,PREDNISONE,68127.0,0.0
MA,1996,1,PREDNISONE,753.0,0.0
MO,1996,2,PREDNISONE,561.0,0.0
NJ,1996,4,PREDNISONE,0.0,0.0
TX,1996,3,PREDNISONE,0.0,0.0
MI,1996,2,PREDNISONE,2628.0,0.0
RI,1996,2,PREDNISONE,6683.0,0.0
PA,1996,2,PREDNISONE,21310.0,0.0
LA,1996,3,PREDNISONE,621.0,0.0
SD,1996,4,PREDNISONE,0.0,0.0
CA,1996,2,PREDNISONE,60056.0,0.0
MS,1996,2,PREDNISONE,10180.0,0.0
AR,1996,3,PREDNISONE,0.0,0.0
CA,1996,2,PREDNISONE,10107.0,0.0
DC,1996,3,PREDNISONE,0.0,0.0
IL,1996,2,PREDNISONE,24578.0,0.0
PA,1996,3,PREDNISONE,13370.0,0.0
WI,1996,2,PREDNISONE,0.0,0.0
AL,1996,4,PREDNISONE,0.0,0.0
PA,1996,3,PREDNISONE,11968.0,0.0
IL,1996,4,PREDNISONE,30027.0,0.0
SD,1996,1,PREDNISONE,0.0,0.0
CT,1996,3,PREDNISONE,3.08,0.0
WI,1996,1,PREDNISONE,0.0,0.0
NY,1996,1,PREDNISONE,3233.0,0.0
VA,1996,1,PREDNISONE,2596.0,0.0
MS,1996,3,PREDNISONE,7623.0,0.0
IA,1996,3,PREDNISONE,0.0,0.0
IA,1996,3,PREDNISONE,0.0,0.0
UT,1996,3,PREDNISONE,546.0,0.0
TX,1996,4,PREDNISONE,4644.0,0.0
OR,1996,3,PREDNISONE,1324.0,0.0
AR,1996,1,PREDNISONE,0.0,0.0
MO,1996,4,PREDNISONE,0.0,0.0
WA,1996,4,PREDNISONE,16671.0,0.0
CA,1996,1,PREDNISONE,0.0,0.0
LA,1996,2,PREDNISONE,4925.0,0.0
CO,1996,3,PREDNISONE,507.0,0.0
MD,1996,2,PREDNISONE,1156.0,0.0
AR,1996,1,PREDNISONE,0.0,0.0
NJ,1996,1,PREDNISONE,0.0,0.0
WV,1996,1,PREDNISONE,0.0,0.0
MT,1996,2,CHLORHEXID,27360.0,0.0
PA,1996,3,PREDNISONE,4484.0,0.0
DC,1996,2,PREDNISONE,0.0,0.0
GA,1996,1,PREDNISONE,347.0,0.0
NJ,1996,1,PREDNISONE,10349.0,0.0
OR,1996,2,PREDNISONE,2145.0,0.0
VA,1996,3,PREDNISONE,0.0,0.0
PA,1996,3,PREDNISONE,657.0,0.0
VT,1996,3,PREDNISONE,0.0,0.0
IN,1996,2,PREDNISONE,0.0,0.0
RI,1996,3,PREDNISONE,5554.0,0.0
VA,1996,3,PREDNISONE,0.0,0.0
MO,1996,3,PREDNISONE,3407.0,0.0
WV,1996,4,PREDNISONE,0.0,0.0
SD,1996,4,PREDNISONE,1463.0,0.0
SD,1996,3,PREDNISONE,0.0,0.0
ND,1996,2,PREDNISONE,372.0,0.0
DC,1996,2,PREDNISONE,0.0,0.0
MD,1996,3,PREDNISONE,854.0,0.0
NM,1996,3,PREDNISONE,772.0,0.0
MT,1996,4,PREDNISONE,0.0,0.0
MD,1996,1,PREDNISONE,0.0,0.0
SC,1996,1,PREDNISONE,0.0,0.0
NM,1996,3,PREDNISONE,1877.0,0.0
IL,1996,2,PREDNISONE,0.0,0.0
CO,1996,3,PREDNISONE,0.0,0.0
IA,1996,3,PREDNISONE,1379.0,0.0
WY,1996,1,PREDNISONE,0.0,0.0
NC,1996,1,PREDNISONE,0.0,0.0
OR,1996,3,PREDNISONE,0.0,0.0
MS,1996,1,PREDNISONE,1668.0,0.0
OH,1996,4,PREDNISONE,0.0,0.0
CA,1996,3,PREDNISONE,81017.0,0.0
OH,1996,1,PREDNISONE,14627.0,0.0
PA,1996,2,PREDNISONE,25224.0,0.0
OR,1996,4,PREDNISONE,0.0,0.0
CA,1996,1,PREDNISONE,4195.0,0.0
NM,1996,2,PREDNISONE,0.0,0.0
LA,1996,4,PREDNISONE,0.0,0.0
MT,1996,3,PREDNISONE,0.0,0.0
IA,1996,3,PREDNISONE,0.0,0.0
NY,1996,1,PREDNISONE,0.0,0.0
MS,1996,3,PREDNISONE,9227.0,0.0
DE,1996,2,PREDNISONE,0.0,0.0
CT,1996,4,CHLORHEXID,0.0,0.0
UT,1996,1,PREDNISONE,0.0,0.0
TX,1996,1,PREDNISONE,2411.0,0.0
OK,1996,1,PREDNISONE,1798.0,0.0
MI,1996,2,PREDNISONE,4104.0,0.0
TX,1996,4,PREDNISONE,3640.0,0.0
OH,1996,1,PREDNISONE,2238.0,0.0
GA,1996,4,PREDNISONE,787.0,0.0
KY,1996,2,PREDNISONE,0.0,0.0
AK,1996,1,PREDNISONE,0.0,0.0
MD,1996,4,PREDNISONE,2889.0,0.0
WV,1996,4,PREDNISONE,0.0,0.0
IN,1996,2,PREDNISONE,1946.0,0.0
AK,1996,4,PREDNISONE,0.0,0.0
CO,1996,1,PREDNISONE,0.0,0.0
VA,1996,2,PREDNISONE,45240.0,0.0
WV,1996,2,PREDNISONE,0.0,0.0
OK,1996,3,PREDNISONE,0.0,0.0
CA,1996,1,PREDNISONE,17061.0,0.0
ID,1996,3,PREDNISONE,0.0,0.0
WI,1996,2,PREDNISONE,9722.0,0.0
